PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"22607202","Correlating anterior insula gray matter volume changes in young people with clinical and neurocognitive outcomes: an MRI study","Hatton SN, Lagopoulos J, Hermens DF, Naismith SL, Bennett MR, Hickie IB.","BMC Psychiatry. 2012 May 20;12:45. doi: 10.1186/1471-244X-12-45.","Hatton SN","BMC Psychiatry","2012","2012/05/22","PMC3468394","","10.1186/1471-244X-12-45"
"19306850","The influence of mental fatigue and motivation on neural network dynamics; an EEG coherence study","Lorist MM, Bezdan E, ten Caat M, Span MM, Roerdink JB, Maurits NM.","Brain Res. 2009 May 13;1270:95-106. doi: 10.1016/j.brainres.2009.03.015. Epub 2009 Mar 21.","Lorist MM","Brain Res","2009","2009/03/25","","","10.1016/j.brainres.2009.03.015"
"24686093","Support for a history-dependent predictive model of dACC activity in producing the bivalency effect: an event-related potential study","Grundy JG, Shedden JM.","Neuropsychologia. 2014 May;57:166-78. doi: 10.1016/j.neuropsychologia.2014.03.008. Epub 2014 Mar 28.","Grundy JG","Neuropsychologia","2014","2014/04/02","","","10.1016/j.neuropsychologia.2014.03.008"
"10718258","The effect of dopamine depletion from the caudate nucleus of the common marmoset (Callithrix jacchus) on tests of prefrontal cognitive function","Collins P, Wilkinson LS, Everitt BJ, Robbins TW, Roberts AC.","Behav Neurosci. 2000 Feb;114(1):3-17. doi: 10.1037//0735-7044.114.1.3.","Collins P","Behav Neurosci","2000","2000/03/16","","","10.1037//0735-7044.114.1.3"
"23198438","[Brain electrical source analysis of the response to visual target and distractor stimuli]","Li Y, Hu Y, Ren L, Sun Z.","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi. 2012 Oct;29(5):933-40.","Li Y","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi","2012","2012/12/04","","",""
"15342438","The neural circuitry of pre-attentive auditory change-detection: an fMRI study of pitch and duration mismatch negativity generators","Molholm S, Martinez A, Ritter W, Javitt DC, Foxe JJ.","Cereb Cortex. 2005 May;15(5):545-51. doi: 10.1093/cercor/bhh155. Epub 2004 Sep 1.","Molholm S","Cereb Cortex","2005","2004/09/03","","","10.1093/cercor/bhh155"
"11565930","Relationship between discrimination tasks of the cantab and the corpus callosum morphology in Alzheimer's disease","Dorion AA, Duyme M, Zanca M, Dubois B, Beau J.","Percept Mot Skills. 2001 Jun;92(3 Pt 2):1205-10. doi: 10.2466/pms.2001.92.3c.1205.","Dorion AA","Percept Mot Skills","2001","2001/09/22","","","10.2466/pms.2001.92.3c.1205"
"40115647","Initial evidence for neural correlates following a therapeutic intervention: altered resting state functional connectivity in the default mode network following attention training technique","Müller T, Krug S, Kayali Ö, Leichter E, Jahn N, Winter L, Krüger THC, Kahl KG, Sinke C, Heitland I.","Front Psychiatry. 2025 Mar 6;16:1479283. doi: 10.3389/fpsyt.2025.1479283. eCollection 2025.","Müller T","Front Psychiatry","2025","2025/03/21","PMC11922856","","10.3389/fpsyt.2025.1479283"
"11958971","Lateral prefrontal damage affects processing selection but not attention switching","Gehring WJ, Knight RT.","Brain Res Cogn Brain Res. 2002 Apr;13(2):267-79. doi: 10.1016/s0926-6410(01)00132-x.","Gehring WJ","Brain Res Cogn Brain Res","2002","2002/04/18","","","10.1016/s0926-6410(01)00132-x"
"24862078","Dopamine release in nucleus accumbens during rewarded task switching measured by [¹¹C]raclopride","Jonasson LS, Axelsson J, Riklund K, Braver TS, Ögren M, Bäckman L, Nyberg L.","Neuroimage. 2014 Oct 1;99:357-64. doi: 10.1016/j.neuroimage.2014.05.047. Epub 2014 May 23.","Jonasson LS","Neuroimage","2014","2014/05/28","","","10.1016/j.neuroimage.2014.05.047"
"32112298","Math anxiety and executive function: Neural influences of task switching on arithmetic processing","Pizzie RG, Raman N, Kraemer DJM.","Cogn Affect Behav Neurosci. 2020 Apr;20(2):309-325. doi: 10.3758/s13415-020-00770-z.","Pizzie RG","Cogn Affect Behav Neurosci","2020","2020/03/01","","","10.3758/s13415-020-00770-z"
"24137145","The beneficial effects of meditation: contribution of the anterior cingulate and locus coeruleus","Craigmyle NA.","Front Psychol. 2013 Oct 16;4:731. doi: 10.3389/fpsyg.2013.00731. eCollection 2013.","Craigmyle NA","Front Psychol","2013","2013/10/19","PMC3797386","","10.3389/fpsyg.2013.00731"
"10859136","A parametric manipulation of central executive functioning","Garavan H, Ross TJ, Li SJ, Stein EA.","Cereb Cortex. 2000 Jun;10(6):585-92. doi: 10.1093/cercor/10.6.585.","Garavan H","Cereb Cortex","2000","2000/06/20","","","10.1093/cercor/10.6.585"
"20167474","Learning and cognitive flexibility: frontostriatal function and monoaminergic modulation","Kehagia AA, Murray GK, Robbins TW.","Curr Opin Neurobiol. 2010 Apr;20(2):199-204. doi: 10.1016/j.conb.2010.01.007. Epub 2010 Feb 16.","Kehagia AA","Curr Opin Neurobiol","2010","2010/02/20","","","10.1016/j.conb.2010.01.007"
"41154194","Difficulty in Attention Switching and Its Neural Basis in Problematic Smartphone Use","Kobayashi N, Jitoku D, Hamamura T, Honjo M, Yamaguchi Y, Shimizu M, Takagi S, Fujino J, Sugihara G, Takahashi H.","Brain Sci. 2025 Oct 13;15(10):1100. doi: 10.3390/brainsci15101100.","Kobayashi N","Brain Sci","2025","2025/10/29","PMC12563531","","10.3390/brainsci15101100"
"26892854","Electrophysiological evidence for flexible goal-directed cue processing during episodic retrieval","Herron JE, Evans LH, Wilding EL.","Neuroimage. 2016 May 15;132:24-31. doi: 10.1016/j.neuroimage.2016.02.025. Epub 2016 Feb 15.","Herron JE","Neuroimage","2016","2016/02/20","PMC4862957","","10.1016/j.neuroimage.2016.02.025"
"16580701","Development of cognitive control and executive functions from 4 to 13 years: evidence from manipulations of memory, inhibition, and task switching","Davidson MC, Amso D, Anderson LC, Diamond A.","Neuropsychologia. 2006;44(11):2037-78. doi: 10.1016/j.neuropsychologia.2006.02.006. Epub 2006 Mar 31.","Davidson MC","Neuropsychologia","2006","2006/04/04","PMC1513793","NIHMS9720","10.1016/j.neuropsychologia.2006.02.006"
"30910727","Pre-retrieval event-related potentials predict source memory during task switching","Evans LH, Herron JE.","Neuroimage. 2019 Jul 1;194:174-181. doi: 10.1016/j.neuroimage.2019.03.038. Epub 2019 Mar 22.","Evans LH","Neuroimage","2019","2019/03/27","PMC6547053","","10.1016/j.neuroimage.2019.03.038"
"40113117","Task-switching and frontal cortex functioning across adulthood: An fNIRS study","Yeung MK.","Neuroimage. 2025 Apr 15;310:121160. doi: 10.1016/j.neuroimage.2025.121160. Epub 2025 Mar 18.","Yeung MK","Neuroimage","2025","2025/03/20","","","10.1016/j.neuroimage.2025.121160"
"11172081","The neural basis of task-switching in working memory: effects of performance and aging","Smith EE, Geva A, Jonides J, Miller A, Reuter-Lorenz P, Koeppe RA.","Proc Natl Acad Sci U S A. 2001 Feb 13;98(4):2095-100. doi: 10.1073/pnas.98.4.2095.","Smith EE","Proc Natl Acad Sci U S A","2001","2001/02/15","PMC29387","","10.1073/pnas.98.4.2095"
"26416650","Asymmetry in prefrontal resting-state EEG spectral power underlies individual differences in phasic and sustained cognitive control","Ambrosini E, Vallesi A.","Neuroimage. 2016 Jan 1;124(Pt A):843-857. doi: 10.1016/j.neuroimage.2015.09.035. Epub 2015 Sep 28.","Ambrosini E","Neuroimage","2016","2015/09/30","","","10.1016/j.neuroimage.2015.09.035"
"35675720","The role of attentional shifting in the relation between error monitoring and anxiety in youth","Ramos ML, Bechor M, Casas A, Pettit JW, Silverman WK, Reeb-Sutherland BC.","Psychiatry Res Neuroimaging. 2022 Aug;324:111507. doi: 10.1016/j.pscychresns.2022.111507. Epub 2022 Jun 2.","Ramos ML","Psychiatry Res Neuroimaging","2022","2022/06/08","PMC9730549","NIHMS1852309","10.1016/j.pscychresns.2022.111507"
"39299661","High autistic traits linked with reduced performance on affective task switching: An ERP study","Zhou S, Chen Z, Liu G, Ma L, Liu Y.","Neuroimage. 2024 Oct 15;300:120855. doi: 10.1016/j.neuroimage.2024.120855. Epub 2024 Sep 17.","Zhou S","Neuroimage","2024","2024/09/19","","","10.1016/j.neuroimage.2024.120855"
"22963854","BDNF Val66Met polymorphism and goal-directed behavior in healthy elderly - evidence from auditory distraction","Getzmann S, Gajewski PD, Hengstler JG, Falkenstein M, Beste C.","Neuroimage. 2013 Jan 1;64:290-8. doi: 10.1016/j.neuroimage.2012.08.079. Epub 2012 Sep 4.","Getzmann S","Neuroimage","2013","2012/09/12","","","10.1016/j.neuroimage.2012.08.079"
"27468265","The Indirect Effect of Age Group on Switch Costs via Gray Matter Volume and Task-Related Brain Activity","Steffener J, Gazes Y, Habeck C, Stern Y.","Front Aging Neurosci. 2016 Jul 13;8:162. doi: 10.3389/fnagi.2016.00162. eCollection 2016.","Steffener J","Front Aging Neurosci","2016","2016/07/29","PMC4942475","","10.3389/fnagi.2016.00162"
"28667892","Normal aging and Parkinson's disease are associated with the functional decline of distinct frontal-striatal circuits","Gruszka A, Hampshire A, Barker RA, Owen AM.","Cortex. 2017 Aug;93:178-192. doi: 10.1016/j.cortex.2017.05.020. Epub 2017 Jun 3.","Gruszka A","Cortex","2017","2017/07/02","PMC5542042","","10.1016/j.cortex.2017.05.020"
"31783501","Electrophysiological Markers of Visuospatial Attention Recovery after Mild Traumatic Brain Injury","Bolduc-Teasdale J, Jolicoeur P, McKerral M.","Brain Sci. 2019 Nov 27;9(12):343. doi: 10.3390/brainsci9120343.","Bolduc-Teasdale J","Brain Sci","2019","2019/12/01","PMC6956036","","10.3390/brainsci9120343"
"12639695","Task switching","Monsell S.","Trends Cogn Sci. 2003 Mar;7(3):134-140. doi: 10.1016/s1364-6613(03)00028-7.","Monsell S","Trends Cogn Sci","2003","2003/03/18","","","10.1016/s1364-6613(03)00028-7"
"30543844","The strength of alpha and gamma oscillations predicts behavioral switch costs","Proskovec AL, Wiesman AI, Wilson TW.","Neuroimage. 2019 Mar;188:274-281. doi: 10.1016/j.neuroimage.2018.12.016. Epub 2018 Dec 10.","Proskovec AL","Neuroimage","2019","2018/12/14","PMC6401274","NIHMS1516842","10.1016/j.neuroimage.2018.12.016"
"41723930","Theta-Alpha Dysregulation reveals impaired endogenous cognitive control in adolescent Obsessive-Compulsive disorder","Rempel S, Böttcher A, Beyer N, Roessner V, Beste C.","Neuroimage Clin. 2026 Feb 20;49:103975. doi: 10.1016/j.nicl.2026.103975. Online ahead of print.","Rempel S","Neuroimage Clin","2026","2026/02/22","PMC12945646","","10.1016/j.nicl.2026.103975"
"29163255","Positive Emotion Facilitates Cognitive Flexibility: An fMRI Study","Wang Y, Chen J, Yue Z.","Front Psychol. 2017 Oct 31;8:1832. doi: 10.3389/fpsyg.2017.01832. eCollection 2017.","Wang Y","Front Psychol","2017","2017/11/23","PMC5671657","","10.3389/fpsyg.2017.01832"
"28782680","Bilinguals have more complex EEG brain signals in occipital regions than monolinguals","Grundy JG, Anderson JAE, Bialystok E.","Neuroimage. 2017 Oct 1;159:280-288. doi: 10.1016/j.neuroimage.2017.07.063. Epub 2017 Aug 4.","Grundy JG","Neuroimage","2017","2017/08/08","PMC5671360","NIHMS898734","10.1016/j.neuroimage.2017.07.063"
"28970790","Transcranial Magnetic Stimulation Reveals Executive Control Dissociation in the Rostral Prefrontal Cortex","He W, Fan C, Li L.","Front Hum Neurosci. 2017 Sep 22;11:464. doi: 10.3389/fnhum.2017.00464. eCollection 2017.","He W","Front Hum Neurosci","2017","2017/10/04","PMC5609102","","10.3389/fnhum.2017.00464"
"25818682","Attentional bias to affective faces and complex IAPS images in early visual cortex follows emotional cue extraction","Bekhtereva V, Craddock M, Müller MM.","Neuroimage. 2015 May 15;112:254-266. doi: 10.1016/j.neuroimage.2015.03.052. Epub 2015 Mar 25.","Bekhtereva V","Neuroimage","2015","2015/03/31","","","10.1016/j.neuroimage.2015.03.052"
"36637731","Relationship between circadian rhythm and brain cognitive functions","Xu S, Akioma M, Yuan Z.","Front Optoelectron. 2021 Sep;14(3):278-287. doi: 10.1007/s12200-021-1090-y. Epub 2021 Apr 27.","Xu S","Front Optoelectron","2021","2023/01/13","PMC9743892","","10.1007/s12200-021-1090-y"
"32955752","The Adapted Resistance Training with Instability Randomized Controlled Trial for Gait Automaticity","Vieira-Yano B, Martini DN, Horak FB, de Lima-Pardini A, Almeida F, Santana VP, Lima D, Batista AX, Marquesini R, Lira J, Barbosa ER, Corcos DM, Ugrinowitsch C, Silva-Batista C.","Mov Disord. 2021 Jan;36(1):152-163. doi: 10.1002/mds.28298. Epub 2020 Sep 21.","Vieira-Yano B","Mov Disord","2021","2020/09/21","","","10.1002/mds.28298"
"20837093","Auditory hallucinations and the P3a: attention-switching to speech in schizophrenia","Fisher DJ, Labelle A, Knott VJ.","Biol Psychol. 2010 Dec;85(3):417-23. doi: 10.1016/j.biopsycho.2010.09.003. Epub 2010 Sep 15.","Fisher DJ","Biol Psychol","2010","2010/09/15","","","10.1016/j.biopsycho.2010.09.003"
"32415978","Understanding heterosexual women's erotic flexibility: the role of attention in sexual evaluations and neural responses to sexual stimuli","Dickenson JA, Diamond L, King JB, Jenson K, Anderson JS.","Soc Cogn Affect Neurosci. 2020 Jun 23;15(4):447-465. doi: 10.1093/scan/nsaa058.","Dickenson JA","Soc Cogn Affect Neurosci","2020","2020/05/17","PMC7308660","","10.1093/scan/nsaa058"
"24723897","Irrelevant stimulus processing in ADHD: catecholamine dynamics and attentional networks","Aboitiz F, Ossandón T, Zamorano F, Palma B, Carrasco X.","Front Psychol. 2014 Mar 26;5:183. doi: 10.3389/fpsyg.2014.00183. eCollection 2014.","Aboitiz F","Front Psychol","2014","2014/04/12","PMC3972460","","10.3389/fpsyg.2014.00183"
"41708725","Midlife modulation of task switching brain activity reveals age specific neural adaptation","Wu MT, Goh JO, Chou TL, Chang YL, Tang PF.","Sci Rep. 2026 Feb 18. doi: 10.1038/s41598-026-39996-1. Online ahead of print.","Wu MT","Sci Rep","2026","2026/02/18","","","10.1038/s41598-026-39996-1"
"27262242","The neurophysiological basis of reward effects on backward inhibition processes","Zhang R, Stock AK, Beste C.","Neuroimage. 2016 Nov 15;142:163-171. doi: 10.1016/j.neuroimage.2016.05.080. Epub 2016 Jun 1.","Zhang R","Neuroimage","2016","2016/06/06","","","10.1016/j.neuroimage.2016.05.080"
"31112787","The relation between brain signal complexity and task difficulty on an executive function task","Grundy JG, Barker RM, Anderson JAE, Shedden JM.","Neuroimage. 2019 Sep;198:104-113. doi: 10.1016/j.neuroimage.2019.05.045. Epub 2019 May 18.","Grundy JG","Neuroimage","2019","2019/05/22","","","10.1016/j.neuroimage.2019.05.045"
"37151844","Older adults compensate for switch, but not mixing costs, relative to younger adults on an intrinsically cued task switching experiment","Eich TS, Langfield C, Sakhardande J, Gazes Y, Habeck C, Stern Y.","Front Aging Neurosci. 2023 Apr 20;15:1152582. doi: 10.3389/fnagi.2023.1152582. eCollection 2023.","Eich TS","Front Aging Neurosci","2023","2023/05/08","PMC10158939","","10.3389/fnagi.2023.1152582"
"27926438","Exploring individual differences in task switching: Persistence and other personality traits related to anterior cingulate cortex function","Umemoto A, Holroyd CB.","Prog Brain Res. 2016;229:189-212. doi: 10.1016/bs.pbr.2016.06.003. Epub 2016 Jul 29.","Umemoto A","Prog Brain Res","2016","2016/12/08","","","10.1016/bs.pbr.2016.06.003"
"38391709","Bilingual Spatial Cognition: Spatial Cue Use in Bilinguals and Monolinguals","Tyborowska A, Wegman J, Janzen G.","Brain Sci. 2024 Jan 27;14(2):134. doi: 10.3390/brainsci14020134.","Tyborowska A","Brain Sci","2024","2024/02/23","PMC10887090","","10.3390/brainsci14020134"
"23712333","Preparation time modulates pro-active control and enhances task conflict in task switching","Kalanthroff E, Henik A.","Psychol Res. 2014 Mar;78(2):276-88. doi: 10.1007/s00426-013-0495-7. Epub 2013 May 28.","Kalanthroff E","Psychol Res","2014","2013/05/29","","","10.1007/s00426-013-0495-7"
"40568357","Measuring cognitive load in multitasking using mobile fNIRS","Boere K, Anderson F, Hecker KG, Krigolson OE.","Neuroimage Rep. 2024 Nov 19;4(4):100228. doi: 10.1016/j.ynirp.2024.100228. eCollection 2024 Dec.","Boere K","Neuroimage Rep","2024","2025/06/26","PMC12172848","","10.1016/j.ynirp.2024.100228"
"36563647","Cognitive flexibility in post-traumatic stress disorder: Sustained interference associated with altered modulation of cortical oscillatory activity during task-switching","Popescu M, Popescu EA, DeGraba TJ, Hughes JD.","Neuroimage Clin. 2023;37:103297. doi: 10.1016/j.nicl.2022.103297. Epub 2022 Dec 19.","Popescu M","Neuroimage Clin","2023","2022/12/23","PMC9795531","","10.1016/j.nicl.2022.103297"
"21211568","Effects of task-set adoption on ERP correlates of controlled and automatic recognition memory","Wilckens KA, Tremel JJ, Wolk DA, Wheeler ME.","Neuroimage. 2011 Apr 1;55(3):1384-92. doi: 10.1016/j.neuroimage.2010.12.059. Epub 2011 Jan 4.","Wilckens KA","Neuroimage","2011","2011/01/08","PMC3049819","NIHMS270782","10.1016/j.neuroimage.2010.12.059"
"25741905","The attentional set shifting task: a measure of cognitive flexibility in mice","Heisler JM, Morales J, Donegan JJ, Jett JD, Redus L, O'Connor JC.","J Vis Exp. 2015 Feb 4;(96):51944. doi: 10.3791/51944.","Heisler JM","J Vis Exp","2015","2015/03/06","PMC4354620","","10.3791/51944"
"36869706","Assessing Flexibility of Solution Strategy: Strategy Shifting as a Measure of Cognitive Reserve","Barulli D, Habeck C, Stern Y.","J Gerontol B Psychol Sci Soc Sci. 2023 May 26;78(6):977-986. doi: 10.1093/geronb/gbad024.","Barulli D","J Gerontol B Psychol Sci Soc Sci","2023","2023/03/04","PMC10214656","","10.1093/geronb/gbad024"
"26628401","Enhancing switching abilities: Improving practice effect by stimulating the dorsolateral pre frontal cortex","Tayeb Y, Lavidor M.","Neuroscience. 2016 Jan 28;313:92-8. doi: 10.1016/j.neuroscience.2015.11.050. Epub 2015 Nov 26.","Tayeb Y","Neuroscience","2016","2015/12/03","","","10.1016/j.neuroscience.2015.11.050"
"41510520","Cognitive sequences in obsessive-compulsive disorder are supported by frontal cortex ramping activity","Doyle H, McLaughlin NCR, Garnaat SL, Desrochers TM.","Imaging Neurosci (Camb). 2026 Jan 6;4:IMAG.a.1084. doi: 10.1162/IMAG.a.1084. eCollection 2026.","Doyle H","Imaging Neurosci (Camb)","2026","2026/01/09","PMC12776618","","10.1162/IMAG.a.1084"
"29900396","Functional magnetic neuroimaging data on age-related differences in task switching accuracy and reverse brain-behavior relationships","Basak C, Qin S, Nashiro K, O'Connell MA.","Data Brief. 2018 May 18;19:997-1007. doi: 10.1016/j.dib.2018.05.059. eCollection 2018 Aug.","Basak C","Data Brief","2018","2018/06/15","PMC5997903","","10.1016/j.dib.2018.05.059"
"31930153","Functional near-infrared spectroscopy-informed neurofeedback: regional-specific modulation of lateral orbitofrontal activation and cognitive flexibility","Li K, Jiang Y, Gong Y, Zhao W, Zhao Z, Liu X, Kendrick KM, Zhu C, Becker B.","Neurophotonics. 2019 Apr;6(2):025011. doi: 10.1117/1.NPh.6.2.025011. Epub 2019 Jun 8.","Li K","Neurophotonics","2019","2020/01/14","PMC6951484","","10.1117/1.NPh.6.2.025011"
"35095686","Viewing Cute Images Does Not Affect Performance of Computerized Reaction Time Tasks","Ziv G, Fox O.","Front Psychol. 2022 Jan 14;12:800543. doi: 10.3389/fpsyg.2021.800543. eCollection 2021.","Ziv G","Front Psychol","2022","2022/01/31","PMC8795710","","10.3389/fpsyg.2021.800543"
"34597903","Bilingual language entropy influences executive functions through functional connectivity and signal variability","Li X, Ng KK, Wong JJY, Lee JW, Zhou JH, Yow WQ.","Brain Lang. 2021 Nov;222:105026. doi: 10.1016/j.bandl.2021.105026. Epub 2021 Sep 28.","Li X","Brain Lang","2021","2021/10/01","","","10.1016/j.bandl.2021.105026"
"12729487","The effect of cingulate cortex lesions on task switching and working memory","Rushworth MF, Hadland KA, Gaffan D, Passingham RE.","J Cogn Neurosci. 2003 Apr 1;15(3):338-53. doi: 10.1162/089892903321593072.","Rushworth MF","J Cogn Neurosci","2003","2003/05/06","","","10.1162/089892903321593072"
"21531543","Dopaminergic control of the striatum for high-level cognition","Cools R.","Curr Opin Neurobiol. 2011 Jun;21(3):402-7. doi: 10.1016/j.conb.2011.04.002. Epub 2011 Apr 29.","Cools R","Curr Opin Neurobiol","2011","2011/05/03","","","10.1016/j.conb.2011.04.002"
"22166793","Aberrant reward processing in Parkinson's disease is associated with dopamine cell loss","Aarts E, Helmich RC, Janssen MJ, Oyen WJ, Bloem BR, Cools R.","Neuroimage. 2012 Feb 15;59(4):3339-46. doi: 10.1016/j.neuroimage.2011.11.073. Epub 2011 Dec 6.","Aarts E","Neuroimage","2012","2011/12/15","","","10.1016/j.neuroimage.2011.11.073"
"40567559","Dynamic functional connectivity associated with prospective memory success in children","Hashimoto T, Yokota S, Umeda S, Kawashima R.","Neuroimage Rep. 2022 Nov 9;2(4):100144. doi: 10.1016/j.ynirp.2022.100144. eCollection 2022 Dec.","Hashimoto T","Neuroimage Rep","2022","2025/06/26","PMC12172931","","10.1016/j.ynirp.2022.100144"
"24672481","Neuroimaging explanations of age-related differences in task performance","Steffener J, Barulli D, Habeck C, Stern Y.","Front Aging Neurosci. 2014 Mar 18;6:46. doi: 10.3389/fnagi.2014.00046. eCollection 2014.","Steffener J","Front Aging Neurosci","2014","2014/03/28","PMC3957194","","10.3389/fnagi.2014.00046"
"20920489","Neural correlates of task switching in paternal 15q11-q13 deletion Prader-Willi syndrome","Woodcock KA, Humphreys GW, Oliver C, Hansen PC.","Brain Res. 2010 Dec 2;1363:128-42. doi: 10.1016/j.brainres.2010.09.093. Epub 2010 Oct 1.","Woodcock KA","Brain Res","2010","2010/10/06","","","10.1016/j.brainres.2010.09.093"
"32532277","A computational paradigm for real-time MEG neurofeedback for dynamic allocation of spatial attention","Rana KD, Khan S, Hämäläinen MS, Vaina LM.","Biomed Eng Online. 2020 Jun 12;19(1):45. doi: 10.1186/s12938-020-00787-y.","Rana KD","Biomed Eng Online","2020","2020/06/14","PMC7291727","","10.1186/s12938-020-00787-y"
"33294702","Spatial attention modulates earliest visual processing: An electrical neuroimaging study","Zani A, Proverbio AM.","Heliyon. 2020 Nov 23;6(11):e05570. doi: 10.1016/j.heliyon.2020.e05570. eCollection 2020 Nov.","Zani A","Heliyon","2020","2020/12/09","PMC7695965","","10.1016/j.heliyon.2020.e05570"
"14997461","[Electrophysiology of executive functions]","Periáñez JA, Barceló F.","Rev Neurol. 2004 Feb 16-29;38(4):359-65.","Periáñez JA","Rev Neurol","2004","2004/03/05","","",""
"39998884","Slower Postencoding Stimulus Reaction Time Predicts Poorer Subsequent Source Memory and Increased Midline Cortical Activity","Largo GV, Elshiekh A, Rajagopal S, Pasvanis S, Rajah MN.","J Cogn Neurosci. 2025 Feb 23;37(8):1-20. doi: 10.1162/jocn_a_02312. Online ahead of print.","Largo GV","J Cogn Neurosci","2025","2025/02/25","PMC12184988","","10.1162/jocn_a_02312"
"26257091","Aberrant response inhibition and task switching in psychopathic individuals","Krakowski MI, Foxe J, de Sanctis P, Nolan K, Hoptman MJ, Shope C, Kamiel S, Czobor P.","Psychiatry Res. 2015 Oct 30;229(3):1017-23. doi: 10.1016/j.psychres.2015.06.018. Epub 2015 Jun 27.","Krakowski MI","Psychiatry Res","2015","2015/08/11","","","10.1016/j.psychres.2015.06.018"
"40381893","Pumping up your predictive power for cognitive state detection with the proper GAINS","Rodrigues VR, Prieto JR, Beres SL, Stephens C, Myers C, Napoli NJ.","Neuroimage. 2025 Jul 15;315:121248. doi: 10.1016/j.neuroimage.2025.121248. Epub 2025 May 15.","Rodrigues VR","Neuroimage","2025","2025/05/17","","","10.1016/j.neuroimage.2025.121248"
"24367317","Stimulus-level interference disrupts repetition benefit during task switching in middle childhood","Karayanidis F, Jamadar S, Sanday D.","Front Hum Neurosci. 2013 Dec 5;7:841. doi: 10.3389/fnhum.2013.00841. eCollection 2013.","Karayanidis F","Front Hum Neurosci","2013","2013/12/25","PMC3851739","","10.3389/fnhum.2013.00841"
"8941958","Dissociating executive functions of the prefrontal cortex","Robbins TW.","Philos Trans R Soc Lond B Biol Sci. 1996 Oct 29;351(1346):1463-70; discussion 1470-1. doi: 10.1098/rstb.1996.0131.","Robbins TW","Philos Trans R Soc Lond B Biol Sci","1996","1996/10/29","","","10.1098/rstb.1996.0131"
"30131679","Representation of Spatial and Feature Information in the Monkey Dorsal and Ventral Prefrontal Cortex","Constantinidis C, Qi XL.","Front Integr Neurosci. 2018 Aug 7;12:31. doi: 10.3389/fnint.2018.00031. eCollection 2018.","Constantinidis C","Front Integr Neurosci","2018","2018/08/23","PMC6090048","","10.3389/fnint.2018.00031"
"20003149","Sequence effects in cued task switching modulate response preparedness and repetition priming processes","Jamadar S, Michie PT, Karayanidis F.","Psychophysiology. 2010 Mar 1;47(2):365-86. doi: 10.1111/j.1469-8986.2009.00932.x. Epub 2009 Dec 7.","Jamadar S","Psychophysiology","2010","2009/12/17","","","10.1111/j.1469-8986.2009.00932.x"
"19805050","Decoding cognitive control in human parietal cortex","Esterman M, Chiu YC, Tamber-Rosenau BJ, Yantis S.","Proc Natl Acad Sci U S A. 2009 Oct 20;106(42):17974-9. doi: 10.1073/pnas.0903593106. Epub 2009 Oct 5.","Esterman M","Proc Natl Acad Sci U S A","2009","2009/10/07","PMC2764943","","10.1073/pnas.0903593106"
"35948534","Neuronal congruency effects in macaque prefrontal cortex","Yao T, Vanduffel W.","Nat Commun. 2022 Aug 10;13(1):4702. doi: 10.1038/s41467-022-32382-1.","Yao T","Nat Commun","2022","2022/08/10","PMC9365805","","10.1038/s41467-022-32382-1"
"24179854","White matter microstructure correlates with autism trait severity in a combined clinical-control sample of high-functioning adults","Gibbard CR, Ren J, Seunarine KK, Clayden JD, Skuse DH, Clark CA.","Neuroimage Clin. 2013 Aug 2;3:106-14. doi: 10.1016/j.nicl.2013.07.007. eCollection 2013.","Gibbard CR","Neuroimage Clin","2013","2013/11/02","PMC3791280","","10.1016/j.nicl.2013.07.007"
"9513750","Cognitive deficits in obsessive-compulsive disorder on tests of frontal-striatal function","Purcell R, Maruff P, Kyrios M, Pantelis C.","Biol Psychiatry. 1998 Mar 1;43(5):348-57. doi: 10.1016/s0006-3223(97)00201-1.","Purcell R","Biol Psychiatry","1998","1998/03/26","","","10.1016/s0006-3223(97)00201-1"
"14706422","Neuropsychological performance in pediatric bipolar disorder","Dickstein DP, Treland JE, Snow J, McClure EB, Mehta MS, Towbin KE, Pine DS, Leibenluft E.","Biol Psychiatry. 2004 Jan 1;55(1):32-9. doi: 10.1016/s0006-3223(03)00701-7.","Dickstein DP","Biol Psychiatry","2004","2004/01/07","","","10.1016/s0006-3223(03)00701-7"
"31994736","Task-switching costs have distinct phase-locked and nonphase-locked EEG power effects","McKewen M, Cooper PS, Wong ASW, Michie PT, Sauseng P, Karayanidis F.","Psychophysiology. 2020 May;57(5):e13533. doi: 10.1111/psyp.13533. Epub 2020 Jan 29.","McKewen M","Psychophysiology","2020","2020/01/30","","","10.1111/psyp.13533"
"10870201","[A critical review of the specificity of the Wisconsin card sorting test for the assessment of prefrontal function]","Barceló F, Santomé-Calleja A.","Rev Neurol. 2000 May 1-15;30(9):855-64.","Barceló F","Rev Neurol","2000","2000/06/28","","",""
"34954331","Neural markers of proactive and reactive cognitive control are altered during walking: A Mobile Brain-Body Imaging (MoBI) study","Richardson DP, Foxe JJ, Mazurek KA, Abraham N, Freedman EG.","Neuroimage. 2022 Feb 15;247:118853. doi: 10.1016/j.neuroimage.2021.118853. Epub 2021 Dec 23.","Richardson DP","Neuroimage","2022","2021/12/26","PMC8822329","NIHMS1775001","10.1016/j.neuroimage.2021.118853"
